item_id,filename,rouge1_f,rouge2_f,rougeL_f,bleu,llm_output
1,Real_SlovakIDCard_001.png,0.12698412698412698,0.0,0.12698412698412698,0.00395365330335517,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.98, 'Reason': 'Significant face replacement and morphing detected. The facial features do not align with the stated name and date of birth. The signature is also inconsistent with typical signatures on official documents. Furthermore, the document appears to be digitally manipulated, evident from the slight blurring and inconsistencies in the background.'}"
2,Real_SlovakIDCard_002.png,0.1111111111111111,0.0,0.1111111111111111,0.003496039269903171,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.9, 'Reason': 'The photograph appears to have been replaced or manipulated. The signature is inconsistent with typical handwritten signatures and lacks detail. The date of issue (21.12.2021) is very recent for an ID card, suggesting it may have been created for fraudulent purposes. The overall quality of the printing and paper stock seems slightly off, further raising suspicion.'}"
3,Real_SlovakIDCard_003.png,0.08823529411764708,0.0,0.08823529411764708,0.003615604940023951,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.98, 'Reason': 'The face on the ID card appears to be a digitally inserted image, exhibiting signs of morphing and inconsistent lighting. The signature is also not consistent with typical handwritten signatures and appears to be a printed image. The date of issue and expiry are very close together, which is unusual for ID card issuance.'}"
4,Real_SlovakIDCard_004.png,0.10169491525423728,0.0,0.10169491525423728,0.004361453072458876,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.9, 'Reason': ""The face image appears to be a replacement, exhibiting signs of morphing and inconsistent lighting. The signature is also blurred and doesn't match the handwriting style.  Furthermore, the date of issue and expiry are very close together, which is unusual for an ID card.""}"
5,Real_SlovakIDCard_005.png,0.09999999999999999,0.0,0.09999999999999999,0.004188635776841715,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.9, 'Reason': 'The photograph appears to be a replacement, exhibiting signs of morphing and inconsistent lighting. The signature is also noticeably different from the handwriting at the bottom of the document. The date of issue and expiry are very close together, which is unusual for an ID card.'}"
6,Real_SlovakIDCard_006.png,0.0857142857142857,0.0,0.0857142857142857,0.0035548168188028837,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.9, 'Reason': ""The photograph appears to be a replacement, exhibiting subtle blurring and inconsistencies in lighting and shadow compared to the surrounding text. The signature is also unclear and doesn't match the style of typical Slovenian ID card signatures. The overall quality of the printing and paper stock seems slightly off, suggesting it might be a forgery.""}"
7,Real_SlovakIDCard_007.png,0.08450704225352113,0.0,0.08450704225352113,0.0036785086103888684,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.9, 'Reason': ""The face image appears to be a replacement. There's a noticeable difference in skin texture and lighting compared to the surrounding areas of the card. The signature is also poorly rendered and doesn't match the name below it. The date of issue (09.11.2024) is very recent, which is unusual for an ID card.""}"
8,Real_SlovakIDCard_008.png,0.11594202898550726,0.0,0.11594202898550726,0.004143018973828455,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.9, 'Reason': ""The signature appears to be a photo manipulation and doesn't match the handwriting of the name below. The date of issue (06.03.2022) is very recent for an ID card, suggesting it may have been created for fraudulent purposes. The overall quality of the image and printing seems slightly off, further raising suspicion.""}"
9,Real_SlovakIDCard_009.png,0.08955223880597016,0.0,0.08955223880597016,0.0036785086103888684,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.85, 'Reason': 'The image exhibits several indicators of forgery. The photo appears to be a replacement, with subtle inconsistencies in lighting and skin texture. The font and layout are slightly off compared to genuine Slovak ID cards. The date of issue and expiry are very close together, which is unusual for a newly issued ID.'}"
10,Real_SlovakIDCard_010.png,0.09677419354838708,0.0,0.09677419354838708,0.004188635776841715,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.9, 'Reason': ""The facial image appears to be a replacement, exhibiting signs of morphing and inconsistencies with the surrounding text. The signature is also poorly rendered and doesn't match the name below it. The overall quality of the image and printing is also subpar, suggesting it's a forgery.""}"
11,Real_SlovakIDCard_011.png,0.08955223880597016,0.0,0.08955223880597016,0.0037436402457449933,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.85, 'Reason': ""The face in the image appears to be a digitally inserted image and not a photograph of the individual. There are subtle inconsistencies in the shading and lighting compared to the rest of the card. The signature is also unclear and doesn't match the style typically seen on official Slovenian ID cards.""}"
12,Real_SlovakIDCard_012.png,0.08450704225352113,0.0,0.08450704225352113,0.003496039269903171,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.9, 'Reason': ""The face on the ID card appears to be a digitally inserted image, exhibiting signs of morphing and inconsistent lighting. The signature is also unclear and doesn't match the handwriting style expected for an official ID card. Furthermore, the date of issue and expiry are very close together, which is unusual for a standard ID card.""}"
13,Real_SlovakIDCard_013.png,0.1212121212121212,0.0,0.1212121212121212,0.00402899484413971,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.85, 'Reason': 'The face image appears to be replaced or manipulated. The signature is inconsistent with the name and style. The date of issue (28.11.2022) is very recent for an ID card, and the expiration date (28.11.2032) is unusually long. There are also slight inconsistencies in the font and spacing.'}"
14,Real_SlovakIDCard_014.png,0.09836065573770493,0.0,0.09836065573770493,0.004188635776841715,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.85, 'Reason': 'The signature appears inconsistent with the handwriting style and is blurred. The face appears to be a digitally inserted image, showing signs of morphing and a lack of natural skin texture. The overall quality of the printing and paper feels low-resolution for an official ID card.'}"
15,Real_SlovakIDCard_015.png,0.09677419354838708,0.0,0.09677419354838708,0.00410726430147258,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.9, 'Reason': ""The face in the photograph appears to be a replacement. The signature is poorly rendered and doesn't match the name below. The date of issue and expiry are unusually close together, and the overall quality of the printing and details seems inconsistent with a genuine ID card.""}"
16,Real_SlovakIDCard_016.png,0.11111111111111109,0.0,0.11111111111111109,0.004977587797754485,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.9, 'Reason': 'The face image appears to be a replacement. The signature is illegible and lacks detail. The expiration date (01.04.2034) is excessively long, suggesting a forgery.  Also, the font and layout are slightly inconsistent with typical Slovenian ID cards.'}"
17,Real_SlovakIDCard_017.png,0.0923076923076923,0.0,0.0923076923076923,0.0038111203719291505,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.9, 'Reason': ""The face image appears to be a replacement and exhibits signs of morphing. The signature is inconsistent with the name 'Kamil' and lacks detail. The font and layout are slightly off compared to genuine Slovak ID cards, and the date of issue and expiry are very close together, which is unusual.""}"
18,Real_SlovakIDCard_018.png,0.0923076923076923,0.0,0.0923076923076923,0.0038111203719291505,"{'DocumentType': 'ID Card', 'Authenticity': 'Fake', 'FraudScore': 0.9, 'Reason': 'The face image appears to be a digitally inserted overlay, exhibiting signs of morphing and inconsistent blending with the background. The signature is also noticeably different from typical signatures and lacks detail.  Furthermore, the date of issue and expiry are very close together, which is unusual for a genuine ID card.'}"
